Taxon,TaxonID,Species,AGORA2_Species
taxid_936588,936588,Veillonella sp. ACP1,Veillonella_sp_ACP1
taxid_2293250,2293250,Veillonella sp. AF13-2,Veillonella_sp_AF13_2
taxid_2293251,2293251,Veillonella sp. AF36-20BH,Veillonella_sp_AF36_20BH
taxid_2292078,2292078,Veillonella sp. AF42-16,Veillonella_sp_AF42_16
taxid_2292378,2292378,Veillonella sp. AM51-8BH,Veillonella_sp_AM51_8BH
taxid_1203593,1203593,Veillonella sp. HPA0037,Veillonella_sp_HPA0037
taxid_936591,936591,Veillonella sp. ICM51a,Veillonella_sp_ICM51a
taxid_671228,671228,Veillonella sp. oral taxon 158,Veillonella_sp_oral_taxon_158
taxid_671229,671229,Veillonella sp. oral taxon 780,Veillonella_sp_oral_taxon_780
taxid_2027456,2027456,Veillonella sp. S13053-19,Veillonella_sp_S13053_19
taxid_2027458,2027458,Veillonella sp. S13054-11,Veillonella_sp_S13054_11
taxid_2027459,2027459,Veillonella sp. T11011-6,Veillonella_sp_T11011_6
taxid_1911680,1911680,Veillonella sp. T14073-2,Veillonella_sp_T14073_2
taxid_2027457,2027457,Veillonella sp. T34266-5,Veillonella_sp_T34266_5
taxid_1110546,1110546,Veillonella tobetsuensis ATCC BAA-2400,Veillonella_tobetsuensis
taxid_680,680,Vibrio campbellii,Vibrio_campbellii
taxid_666,666,Vibrio cholerae,Vibrio_cholerae
taxid_676,676,Vibrio fluvialis,Vibrio_fluvialis
taxid_29494,29494,Vibrio furnissii,Vibrio_furnissii
taxid_674,674,Vibrio mimicus,Vibrio_mimicus
taxid_670,670,Vibrio parahaemolyticus,Vibrio_parahaemolyticus
taxid_190895,190895,Vibrio rotiferianus,Vibrio_rotiferianus
taxid_379097,379097,Vibrio sinaloensis,Vibrio_sinaloensis
taxid_172901,172901,Victivallis vadensis,Victivallis_vadensis
taxid_1462526,1462526,Virgibacillus massiliensis,Virgibacillus_massiliensis
taxid_1499679,1499679,Virgibacillus senegalensis,Virgibacillus_senegalensis
taxid_759620,759620,Weissella ceti,Weissella_ceti
taxid_137591,137591,Weissella cibaria,Weissella_cibaria
taxid_1583,1583,Weissella confusa,Weissella_confusa
taxid_165096,165096,Weissella koreensis,Weissella_koreensis
taxid_1249,1249,Weissella paramesenteroides,Weissella_paramesenteroides
taxid_1629,1629,Weissella viridescens,Weissella_viridescens
taxid_186189,186189,Xylanimonas cellulosilytica DSM 15894,Xylanimonas_cellulosilytica
taxid_630,630,Yersinia enterocolitica,Yersinia_enterocolitica
taxid_29484,29484,Yersinia frederiksenii,Yersinia_frederiksenii
taxid_28152,28152,Yersinia kristensenii,Yersinia_kristensenii
taxid_633,633,Yersinia pseudotuberculosis,Yersinia_pseudotuberculosis
taxid_158877,158877,Yokenella regensburgei,Yokenella_regensburgei
taxid_245188,245188,Yoonia vestfoldensis,Yoonia_vestfoldensis
